"id";"user_id";"exercise_id";"created_at";"updated_at"
388;1;1803;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
389;1;1804;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
390;1;1805;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
391;1;1806;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
392;1;1807;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
393;1;1808;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
394;1;1809;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
395;1;1810;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
396;1;1811;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
397;1;1812;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
398;1;1813;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
399;1;1814;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
400;1;1815;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
401;1;1816;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
402;1;1817;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
403;1;1818;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
404;1;1819;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
405;1;1820;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
406;1;1821;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
407;1;1822;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
408;1;1823;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
409;1;1824;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
410;1;1825;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
411;1;1826;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
412;1;1827;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
413;1;1828;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
414;1;1829;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
415;1;1830;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
416;1;1831;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
417;1;1832;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
418;1;1833;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
419;1;1834;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
420;1;1835;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
421;1;1836;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
422;1;1837;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
423;1;1838;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
424;1;1839;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
425;1;1840;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
426;1;1841;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
427;1;1842;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
428;1;1843;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
429;1;1844;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
430;1;1845;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
431;1;1846;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
432;1;1847;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
433;1;1848;"2020-08-30 18:14:34";"2020-08-30 18:14:34"
434;1;1849;"2020-08-30 18:14:35";"2020-08-30 18:14:35"
